0,1,2,3,4,5,6,7,8,9,10
other vegetables,sliced cheese,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
newspapers,root vegetables,pastry,margarine,,,,,,,
white bread,mustard,,,,,,,,,
domestic eggs,chewing gum,,,,,,,,,
soda,bottled beer,,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
soft cheese,rice,,,,,,,,,
beverages,coffee,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
canned beer,frozen meals,pastry,,,,,,,,
processed cheese,rolls/buns,oil,flour,,,,,,,
chicken,beef,white bread,semi-finished bread,,,,,,,
rolls/buns,salty snack,,,,,,,,,
coffee,whole milk,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
other vegetables,beverages,fruit/vegetable juice,prosecco,other vegetables,ice cream,soda,root vegetables,,,
dessert,sliced cheese,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
white bread,pot plants,,,,,,,,,
napkins,soda,,,,,,,,,
beverages,beverages,sugar,pasta,domestic eggs,,,,,,
sausage,frozen vegetables,,,,,,,,,
onions,waffles,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
coffee,bottled water,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
chicken,whole milk,,,,,,,,,
beef,newspapers,,,,,,,,,
curd cheese,chocolate marshmallow,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
whole milk,canned beer,,,,,,,,,
other vegetables,white bread,,,,,,,,,
whole milk,butter,,,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
hygiene articles,skin care,,,,,,,,,
yogurt,mustard,,,,,,,,,
curd,detergent,,,,,,,,,
brown bread,tropical fruit,berries,berries,,,,,,,
flour,tropical fruit,,,,,,,,,
citrus fruit,chewing gum,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
waffles,whole milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
whole milk,pastry,liquor,,,,,,,,
berries,pip fruit,,,,,,,,,
pastry,tropical fruit,citrus fruit,coffee,,,,,,,
frankfurter,brandy,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
margarine,frozen meals,,,,,,,,,
root vegetables,soda,dessert,,,,,,,,
rolls/buns,nuts/prunes,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
canned beer,whole milk,,,,,,,,,
whole milk,sugar,,,,,,,,,
packaged fruit/vegetables,yogurt,bottled beer,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
waffles,pasta,,,,,,,,,
ham,other vegetables,,,,,,,,,
canned fruit,whole milk,,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
whole milk,newspapers,,,,,,,,,
meat,ice cream,cleaner,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
pork,soda,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
whole milk,bottled water,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
pork,bottled beer,butter,,,,,,,,
pastry,curd,,,,,,,,,
grapes,soda,,,,,,,,,
root vegetables,domestic eggs,chocolate,,,,,,,,
frankfurter,whole milk,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
mayonnaise,hard cheese,brown bread,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
mayonnaise,salt,bottled water,,,,,,,,
other vegetables,UHT-milk,curd,,,,,,,,
tropical fruit,dessert,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
coffee,oil,newspapers,,,,,,,,
whipped/sour cream,ice cream,,,,,,,,,
root vegetables,oil,soda,,,,,,,,
pork,root vegetables,,,,,,,,,
ice cream,detergent,rolls/buns,,,,,,,,
berries,nut snack,sliced cheese,,,,,,,,
other vegetables,curd,,,,,,,,,
frozen fish,pastry,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
frankfurter,other vegetables,whole milk,ready soups,brandy,,,,,,
chicken,citrus fruit,,,,,,,,,
pork,salty snack,,,,,,,,,
bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda,,
waffles,sparkling wine,,,,,,,,,
tropical fruit,yogurt,pip fruit,yogurt,yogurt,,,,,,
domestic eggs,softener,,,,,,,,,
candles,soda,,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
other vegetables,soda,,,,,,,,,
soda,grapes,,,,,,,,,
canned beer,curd,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
nuts/prunes,white wine,,,,,,,,,
whole milk,butter,,,,,,,,,
butter,butter milk,,,,,,,,,
other vegetables,syrup,,,,,,,,,
root vegetables,canned beer,whole milk,oil,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
sugar,cream cheese ,,,,,,,,,
soap,yogurt,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
other vegetables,bottled water,shopping bags,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
turkey,bottled water,,,,,,,,,
frankfurter,seasonal products,,,,,,,,,
misc. beverages,whipped/sour cream,pastry,,,,,,,,
dessert,dental care,,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
pork,house keeping products,,,,,,,,,
other vegetables,soda,soda,,,,,,,,
rolls/buns,cream cheese ,brown bread,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
pip fruit,salty snack,yogurt,,,,,,,,
cat food,coffee,,,,,,,,,
canned beer,beverages,,,,,,,,,
meat,whole milk,,,,,,,,,
dishes,rolls/buns,,,,,,,,,
root vegetables,white bread,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
liqueur,whole milk,onions,soda,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
sliced cheese,newspapers,dog food,fruit/vegetable juice,rolls/buns,butter,hygiene articles,yogurt,,,
other vegetables,yogurt,,,,,,,,,
chocolate,pastry,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
root vegetables,roll products ,root vegetables,whole milk,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
citrus fruit,beef,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
chicken,soda,canned fish,,,,,,,,
curd,shopping bags,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
newspapers,long life bakery product,,,,,,,,,
soda,frankfurter,cream cheese ,butter,,,,,,,
citrus fruit,tropical fruit,pork,other vegetables,whole milk,yogurt,flower (seeds),,,,
meat,pip fruit,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
whole milk,margarine,,,,,,,,,
sausage,butter,specialty bar,soda,whipped/sour cream,,,,,,
whole milk,root vegetables,detergent,,,,,,,,
brown bread,shopping bags,,,,,,,,,
oil,processed cheese,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
sausage,hamburger meat,white bread,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
candy,newspapers,female sanitary products,,,,,,,,
cat food,male cosmetics,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
condensed milk,yogurt,butter,,,,,,,,
root vegetables,rice,,,,,,,,,
other vegetables,candy,napkins,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
pot plants,misc. beverages,baking powder,,,,,,,,
light bulbs,whole milk,,,,,,,,,
pasta,flower (seeds),,,,,,,,,
bottled water,berries,,,,,,,,,
whole milk,whole milk,,,,,,,,,
frozen fish,salty snack,,,,,,,,,
pastry,seasonal products,butter,bottled beer,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beverages,yogurt,,,,,,,,,
pip fruit,rolls/buns,yogurt,,,,,,,,
beverages,soda,,,,,,,,,
whole milk,chocolate,rolls/buns,brown bread,,,,,,,
citrus fruit,onions,salty snack,brown bread,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
liquor,butter milk,,,,,,,,,
berries,bottled beer,,,,,,,,,
pip fruit,white bread,,,,,,,,,
brown bread,whole milk,,,,,,,,,
onions,long life bakery product,,,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
butter,waffles,,,,,,,,,
pork,canned beer,,,,,,,,,
pork,other vegetables,,,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
whole milk,yogurt,,,,,,,,,
bottled water,brown bread,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
butter milk,pickled vegetables,hygiene articles,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
canned fish,whole milk,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
whole milk,whole milk,pastry,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,beef,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled beer,sugar,popcorn,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
female sanitary products,soda,,,,,,,,,
white wine,waffles,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
roll products ,rice,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
sausage,fruit/vegetable juice,salt,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
specialty fat,other vegetables,white wine,,,,,,,,
ice cream,photo/film,flour,,,,,,,,
soda,whole milk,,,,,,,,,
brown bread,pastry,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
pip fruit,pastry,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
sausage,mustard,,,,,,,,,
misc. beverages,packaged fruit/vegetables,,,,,,,,,
tropical fruit,domestic eggs,vinegar,whipped/sour cream,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
butter,rolls/buns,,,,,,,,,
soda,beverages,,,,,,,,,
hard cheese,root vegetables,white bread,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
chicken,candy,sugar,,,,,,,,
bottled beer,whole milk,,,,,,,,,
misc. beverages,soda,,,,,,,,,
finished products,domestic eggs,margarine,,,,,,,,
bottled beer,whole milk,,,,,,,,,
chicken,yogurt,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
pork,pastry,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
root vegetables,pasta,pip fruit,red/blush wine,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
canned beer,cereals,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
tropical fruit,skin care,,,,,,,,,
pastry,soda,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
coffee,whole milk,,,,,,,,,
frankfurter,coffee,,,,,,,,,
soda,red/blush wine,,,,,,,,,
whole milk,pip fruit,frozen vegetables,soda,,,,,,,
pasta,newspapers,,,,,,,,,
whipped/sour cream,meat,bottled water,newspapers,,,,,,,
ham,pickled vegetables,,,,,,,,,
seasonal products,whole milk,soda,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
pork,canned fish,,,,,,,,,
bottled beer,oil,,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
beef,whole milk,frozen dessert,whipped/sour cream,,,,,,,
napkins,skin care,,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
onions,other vegetables,,,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
pork,chicken,other vegetables,curd,hard cheese,,,,,,
bottled water,yogurt,butter,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
whole milk,dessert,,,,,,,,,
pork,margarine,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
sausage,liquor,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
berries,shopping bags,,,,,,,,,
coffee,dishes,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
pip fruit,specialty fat,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
root vegetables,flour,,,,,,,,,
whole milk,organic sausage,specialty bar,yogurt,,,,,,,
pasta,whole milk,waffles,,,,,,,,
finished products,rolls/buns,,,,,,,,,
dessert,yogurt,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
sausage,tropical fruit,pork,rolls/buns,,,,,,,
soft cheese,pip fruit,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
other vegetables,beef,,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
beef,tea,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,cake bar,,,,,,,,,
sausage,snack products,rolls/buns,,,,,,,,
meat,canned beer,,,,,,,,,
citrus fruit,flour,,,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
tropical fruit,sausage,ham,root vegetables,turkey,pastry,pasta,soda,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
dessert,pork,,,,,,,,,
sausage,root vegetables,bottled beer,,,,,,,,
flour,flower (seeds),bottled water,,,,,,,,
meat,whole milk,,,,,,,,,
beef,newspapers,bottled beer,,,,,,,,
chicken,waffles,,,,,,,,,
frankfurter,sausage,,,,,,,,,
other vegetables,yogurt,brown bread,,,,,,,,
sweet spreads,newspapers,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,hair spray,canned beer,,,,,,,,
sausage,other vegetables,shopping bags,napkins,,,,,,,
frankfurter,whole milk,rolls/buns,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
canned beer,red/blush wine,salty snack,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
finished products,canned fish,,,,,,,,,
soda,pastry,bottled water,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
pastry,frozen fish,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
brown bread,pastry,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
oil,chewing gum,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
soda,onions,other vegetables,,,,,,,,
meat,butter,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
pastry,napkins,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
rolls/buns,dental care,,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
root vegetables,soda,,,,,,,,,
root vegetables,grapes,,,,,,,,,
yogurt,soda,frozen vegetables,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
soda,rice,,,,,,,,,
specialty vegetables,yogurt,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
onions,flour,whipped/sour cream,,,,,,,,
sausage,sausage,domestic eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
hamburger meat,spread cheese,,,,,,,,,
other vegetables,pastry,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
soda,whole milk,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
whole milk,chocolate,,,,,,,,,
bottled water,other vegetables,pastry,rolls/buns,domestic eggs,,,,,,
whole milk,bottled beer,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
chicken,onions,white bread,,,,,,,,
citrus fruit,onions,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
whole milk,yogurt,domestic eggs,newspapers,,,,,,,
brown bread,canned beer,,,,,,,,,
sausage,berries,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
sausage,prosecco,pot plants,,,,,,,,
hamburger meat,cookware,pastry,,,,,,,,
cream cheese ,frozen vegetables,pastry,bottled beer,,,,,,,
whole milk,citrus fruit,,,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
hamburger meat,spices,chocolate,,,,,,,,
chicken,rolls/buns,,,,,,,,,
rolls/buns,curd,,,,,,,,,
berries,root vegetables,,,,,,,,,
female sanitary products,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
citrus fruit,sugar,,,,,,,,,
sausage,onions,mustard,,,,,,,,
bottled water,frozen fish,,,,,,,,,
sausage,bottled beer,hygiene articles,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
brown bread,hair spray,,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
candy,white wine,,,,,,,,,
sausage,sparkling wine,,,,,,,,,
beverages,rice,,,,,,,,,
whole milk,onions,,,,,,,,,
canned beer,bottled water,,,,,,,,,
beef,butter,yogurt,,,,,,,,
sausage,rolls/buns,,,,,,,,,
red/blush wine,cream cheese ,,,,,,,,,
pork,long life bakery product,,,,,,,,,
butter milk,bottled beer,rice,canned vegetables,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pork,hamburger meat,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
chicken,pastry,soda,,,,,,,,
sausage,canned beer,,,,,,,,,
onions,pip fruit,dog food,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
beef,sliced cheese,,,,,,,,,
sparkling wine,whole milk,dessert,salt,,,,,,,
soda,shopping bags,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
beef,chewing gum,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
soda,root vegetables,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
napkins,whole milk,,,,,,,,,
syrup,waffles,,,,,,,,,
frankfurter,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
tropical fruit,canned vegetables,,,,,,,,,
pastry,specialty chocolate,,,,,,,,,
sausage,canned beer,rum,spices,,,,,,,
bottled water,soda,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
root vegetables,waffles,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
whole milk,bottled water,,,,,,,,,
tropical fruit,meat,whole milk,candles,,,,,,,
butter,coffee,,,,,,,,,
dessert,dessert,flour,,,,,,,,
meat,soda,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
specialty bar,frozen meals,kitchen towels,whole milk,,,,,,,
rolls/buns,cream cheese ,margarine,,,,,,,,
newspapers,other vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
yogurt,coffee,coffee,,,,,,,,
brown bread,brown bread,,,,,,,,,
turkey,semi-finished bread,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
root vegetables,coffee,,,,,,,,,
root vegetables,bottled water,frozen dessert,,,,,,,,
white wine,specialty bar,specialty chocolate,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
sausage,curd,brown bread,,,,,,,,
beverages,tropical fruit,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
ham,bottled beer,,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
canned beer,rolls/buns,other vegetables,dog food,,,,,,,
frankfurter,bottled water,,,,,,,,,
frozen chicken,dessert,,,,,,,,,
whole milk,whole milk,,,,,,,,,
ice cream,coffee,,,,,,,,,
dessert,rice,,,,,,,,,
napkins,root vegetables,sliced cheese,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,,
waffles,whole milk,condensed milk,,,,,,,,
butter,potato products,,,,,,,,,
meat,nuts/prunes,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
sausage,yogurt,,,,,,,,,
frankfurter,whole milk,whole milk,specialty bar,,,,,,,
meat,tropical fruit,,,,,,,,,
bottled water,napkins,fruit/vegetable juice,hard cheese,,,,,,,
frankfurter,other vegetables,,,,,,,,,
root vegetables,butter,,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
chicken,shopping bags,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
soda,tropical fruit,,,,,,,,,
chicken,UHT-milk,,,,,,,,,
rolls/buns,soda,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
herbs,pasta,,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
yogurt,bottled water,,,,,,,,,
pastry,whole milk,,,,,,,,,
hamburger meat,frozen potato products,whole milk,citrus fruit,semi-finished bread,napkins,,,,,
root vegetables,pastry,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
napkins,photo/film,dessert,,,,,,,,
pork,beverages,brown bread,Instant food products,margarine,,,,,,
curd,liquor (appetizer),,,,,,,,,
rolls/buns,soda,other vegetables,vinegar,,,,,,,
vinegar,newspapers,,,,,,,,,
soda,margarine,,,,,,,,,
whole milk,curd,,,,,,,,,
rolls/buns,root vegetables,root vegetables,pastry,cake bar,canned fish,,,,,
pork,pork,whole milk,pasta,,,,,,,
rolls/buns,yogurt,domestic eggs,white bread,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
whole milk,soda,,,,,,,,,
sausage,chocolate,,,,,,,,,
butter,coffee,,,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
whole milk,beverages,,,,,,,,,
liquor (appetizer),whole milk,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
whole milk,turkey,long life bakery product,,,,,,,,
shopping bags,frozen meals,,,,,,,,,
pork,rolls/buns,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
nuts/prunes,coffee,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
pip fruit,tidbits,,,,,,,,,
soda,nut snack,,,,,,,,,
